date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2015-01-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-02-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-03-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-04-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-05-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-08-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-09-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-10-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-11-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-12-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-01-15,Bread - Retail,Unit,cereals and tubers,140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-02-15,Bread - Retail,Unit,cereals and tubers,220.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-03-15,Bread - Retail,Unit,cereals and tubers,220.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-04-15,Bread - Retail,Unit,cereals and tubers,220.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-05-15,Bread - Retail,Unit,cereals and tubers,220.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-06-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-07-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-08-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-09-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-10-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-11-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2016-12-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-01-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-02-15,Bread - Retail,Unit,cereals and tubers,309.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-03-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-04-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-05-15,Bread - Retail,Unit,cereals and tubers,308.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-06-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-07-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2017-08-15,Bread - Retail,Unit,cereals and tubers,300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2018-02-15,Bread - Retail,Unit,cereals and tubers,375.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2018-03-15,Bread - Retail,Unit,cereals and tubers,375.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2018-04-15,Bread - Retail,Unit,cereals and tubers,375.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2018-05-15,Bread - Retail,Unit,cereals and tubers,375.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,55,15,33,1,1980_55_15_33,
2015-01-15,Oil (palm) - Wholesale,100 KG,oil and fats,7000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-02-15,Oil (palm) - Wholesale,100 KG,oil and fats,7000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-03-15,Oil (palm) - Wholesale,100 KG,oil and fats,7200.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-04-15,Oil (palm) - Wholesale,100 KG,oil and fats,7500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-05-15,Oil (palm) - Wholesale,100 KG,oil and fats,7500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-08-15,Oil (palm) - Wholesale,100 KG,oil and fats,6140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-09-15,Oil (palm) - Wholesale,100 KG,oil and fats,6192.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-10-15,Oil (palm) - Wholesale,100 KG,oil and fats,6047.5,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-11-15,Oil (palm) - Wholesale,100 KG,oil and fats,6053.3333,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2015-12-15,Oil (palm) - Wholesale,100 KG,oil and fats,6380.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-01-15,Oil (palm) - Wholesale,100 KG,oil and fats,6260.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-02-15,Oil (palm) - Wholesale,100 KG,oil and fats,6530.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-03-15,Oil (palm) - Wholesale,100 KG,oil and fats,6500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-04-15,Oil (palm) - Wholesale,100 KG,oil and fats,7100.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-05-15,Oil (palm) - Wholesale,100 KG,oil and fats,7700.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-06-15,Oil (palm) - Wholesale,100 KG,oil and fats,9400.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-07-15,Oil (palm) - Wholesale,100 KG,oil and fats,9400.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-08-15,Oil (palm) - Wholesale,100 KG,oil and fats,8680.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-09-15,Oil (palm) - Wholesale,100 KG,oil and fats,10660.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-10-15,Oil (palm) - Wholesale,100 KG,oil and fats,12245.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-11-15,Oil (palm) - Wholesale,100 KG,oil and fats,11680.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2016-12-15,Oil (palm) - Wholesale,100 KG,oil and fats,15650.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2017-01-15,Oil (palm) - Wholesale,100 KG,oil and fats,752.3325,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2017-02-15,Oil (palm) - Wholesale,100 KG,oil and fats,815.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2017-03-15,Oil (palm) - Wholesale,100 KG,oil and fats,4700.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2018-02-15,Oil (palm) - Wholesale,100 KG,oil and fats,365.8333,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,14,9,6,1980_62_14_9,
2017-04-15,Oil (palm) - Retail,L,oil and fats,351.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2017-05-15,Oil (palm) - Retail,L,oil and fats,412.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2017-06-15,Oil (palm) - Retail,L,oil and fats,432.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2017-07-15,Oil (palm) - Retail,L,oil and fats,533.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2017-08-15,Oil (palm) - Retail,L,oil and fats,524.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2018-03-15,Oil (palm) - Retail,L,oil and fats,542.5,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2018-04-15,Oil (palm) - Retail,L,oil and fats,558.3333,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2018-05-15,Oil (palm) - Retail,L,oil and fats,544.6667,NGN,Nigeria,Adamawa,2211,Mubi,1980,62,15,15,6,1980_62_15_15,
2015-01-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,9500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-02-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,9500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-03-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,8600.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-04-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,8050.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-05-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,8275.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-08-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,8000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-09-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,8000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-10-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,7755.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-11-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,7210.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-12-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,7880.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-01-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,9195.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-02-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,10650.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-03-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,10800.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-04-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,11460.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-05-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,12120.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-06-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,14752.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-07-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,16000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-08-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,16960.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-09-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,17350.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-10-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,18000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-11-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,18000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2016-12-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,17700.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-01-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,17400.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-02-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,17225.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-03-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,15460.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-04-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,14510.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-05-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,16200.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-06-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,16150.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-07-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,16000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2017-08-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,14500.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2018-02-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,15170.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2018-03-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,15140.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2018-04-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,15250.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2018-05-15,Rice (imported) - Wholesale,50 KG,cereals and tubers,15424.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,64,14,22,1,1980_64_14_22,
2015-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4020.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4050.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4150.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,3945.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4825.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,4800.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,5600.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,5448.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,6060.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,6690.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,6680.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,7910.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,9670.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,11300.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,13275.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,15464.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,17650.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,13725.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,11980.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2016-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,13150.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,13900.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,15315.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,10805.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,14285.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,14916.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,14100.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,15225.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2017-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,16000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2018-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,10180.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2018-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,9970.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2018-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,10970.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2018-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,11632.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,67,14,9,1,1980_67_14_9,
2015-01-15,Rice (local) - Wholesale,100 KG,cereals and tubers,8000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-01-15,Rice (local) - Wholesale,100 KG,cereals and tubers,12000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-02-15,Rice (local) - Wholesale,100 KG,cereals and tubers,29510.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-04-15,Rice (local) - Wholesale,100 KG,cereals and tubers,21000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-05-15,Rice (local) - Wholesale,100 KG,cereals and tubers,21000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-06-15,Rice (local) - Wholesale,100 KG,cereals and tubers,27400.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-07-15,Rice (local) - Wholesale,100 KG,cereals and tubers,25000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-08-15,Rice (local) - Wholesale,100 KG,cereals and tubers,29920.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-09-15,Rice (local) - Wholesale,100 KG,cereals and tubers,37550.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-10-15,Rice (local) - Wholesale,100 KG,cereals and tubers,32625.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-11-15,Rice (local) - Wholesale,100 KG,cereals and tubers,33440.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2016-12-15,Rice (local) - Wholesale,100 KG,cereals and tubers,31350.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-01-15,Rice (local) - Wholesale,100 KG,cereals and tubers,33450.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-02-15,Rice (local) - Wholesale,100 KG,cereals and tubers,29510.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-03-15,Rice (local) - Wholesale,100 KG,cereals and tubers,34960.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-04-15,Rice (local) - Wholesale,100 KG,cereals and tubers,35000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-05-15,Rice (local) - Wholesale,100 KG,cereals and tubers,35320.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-06-15,Rice (local) - Wholesale,100 KG,cereals and tubers,36000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-07-15,Rice (local) - Wholesale,100 KG,cereals and tubers,34900.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2017-08-15,Rice (local) - Wholesale,100 KG,cereals and tubers,35000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,14,9,1,1980_71_14_9,
2015-02-15,Rice (local) - Retail,KG,cereals and tubers,173.9,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-03-15,Rice (local) - Retail,KG,cereals and tubers,173.9,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-04-15,Rice (local) - Retail,KG,cereals and tubers,176.075,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-05-15,Rice (local) - Retail,KG,cereals and tubers,180.2,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-08-15,Rice (local) - Retail,KG,cereals and tubers,164.5825,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-09-15,Rice (local) - Retail,KG,cereals and tubers,165.908,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-10-15,Rice (local) - Retail,KG,cereals and tubers,146.705,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-11-15,Rice (local) - Retail,KG,cereals and tubers,111.4525,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-12-15,Rice (local) - Retail,KG,cereals and tubers,100.664,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2016-03-15,Rice (local) - Retail,KG,cereals and tubers,158.33,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2018-02-15,Rice (local) - Retail,KG,cereals and tubers,200.5051,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2018-03-15,Rice (local) - Retail,KG,cereals and tubers,202.1886,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2018-04-15,Rice (local) - Retail,KG,cereals and tubers,212.1212,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2018-05-15,Rice (local) - Retail,KG,cereals and tubers,219.1246,NGN,Nigeria,Adamawa,2211,Mubi,1980,71,15,5,1,1980_71_15_5,
2015-01-15,Millet - Wholesale,100 KG,cereals and tubers,9000.0,NGN,Nigeria,Adamawa,2211,Mubi,1980,73,14,9,1,1980_73_14_9,
